species	superkingdom	phylum	class	order	family
2806310954	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310955	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310956	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310957	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310965	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310966	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310969	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310971	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310972	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310975	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310976	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310977	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310982	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310983	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310988	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310989	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310990	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310991	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310992	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806310993	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2806311005	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2806311008	Bacteria	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae
2806311026	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2806311028	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2806311050	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2806311065	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
2808606361	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606376	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606377	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606378	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606379	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606380	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606381	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606382	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606383	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606384	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606385	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606386	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2808606387	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2808606388	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606389	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606390	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606391	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606399	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2808606401	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2808606404	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2808606405	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2808606414	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae
2808606415	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2808606418	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2808606419	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2808606445	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606453	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
2808606524	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2808606525	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2808606526	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2808606527	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2808606543	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2808606629	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2808606689	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2808606693	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606694	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606695	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606697	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606699	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606700	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
2808606701	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606702	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606704	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606709	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2808606815	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2808606816	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
2808606817	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
2808606823	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606824	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606825	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606826	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606827	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606828	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606829	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606830	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606831	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606832	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606833	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606834	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606835	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606836	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606837	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606838	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606839	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606841	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2808606842	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606843	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606844	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606845	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606846	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606847	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606848	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606849	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606850	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606851	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606852	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606853	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606854	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606855	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606856	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606857	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606858	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606859	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606860	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606861	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606862	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606863	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606864	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606865	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606866	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606867	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606868	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606869	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606870	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606871	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606872	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606873	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606874	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606875	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606876	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606878	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606879	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606880	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606881	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606882	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606883	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606884	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606885	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606886	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606887	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606888	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606889	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606890	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606891	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606892	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606893	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606894	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606897	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606898	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606899	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606900	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606901	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606902	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606903	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606904	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606905	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606906	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606907	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606908	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606909	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606910	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606911	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606912	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606913	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606917	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606918	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606919	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606920	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606921	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606922	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606923	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606925	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2808606926	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606927	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606928	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606929	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606930	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606931	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606932	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606933	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606935	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2808606936	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606937	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606938	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606939	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606941	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
2808606943	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606944	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606945	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606947	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606948	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606949	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606950	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606951	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606952	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606953	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2808606959	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
2811994800	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2811994803	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae
2811994873	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2811994884	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
2811994966	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
2811994985	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
2811994987	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2811994989	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae
2811995000	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
2811995001	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
2811995006	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
2811995011	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2811995022	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2811995024	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
