microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
attA2	K11079	NA	3.A.1.11.3	mannopine transport system permease protein	NA
bceA	K11631	NA	3.A.1.134.3	bacitracin transport system ATP-binding protein	NA
bceB	K11632	NA	3.A.1.134.3	bacitracin transport system permease protein	NA
bcrA	K19309	NA	3.A.1.131.1	bacitracin transport system ATP-binding protein	NA
bcrB	K19310	NA	3.A.1.131.1	bacitracin transport system permease protein	NA
benE	K05782	NA	2.A.46.1	benzoate membrane transport protein	NA
bglEIIA	K02755	2.7.1.69	NA	PTS system, beta-glucosides-specific IIA component [EC:2.7.1.69]	NA
bglEIIB	K02756	2.7.1.69	NA	PTS system, beta-glucosides-specific IIB component [EC:2.7.1.69]	NA
bglEIIC	K02757	NA	4.A.1.2.11_P40739;4.A.1.2.14_ART98499;4.A.1.2.15_ART98417;4.A.1.2.2_P08722;4.A.1.2.5_Q8GGK3	PTS system, beta-glucosides-specific IIC component	NA
bglH	K10124	NA	1.B.3.1.3_P26218	carbohydrate-specific outer membrane porin	NA
bgtB	K17062	NA	3.A.1.3.12_P73544;3.A.1.3.17_Q8YSA2	arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein	NA
bgtA	K17063	3.6.3.-	3.A.1.3.12_P73721	arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:3.6.3.-]	NA
bica	K07552	NA	2.A.1.2.7_P28246	MFS transporter, DHA1 family, bicyclomycin/chloramphenicol resistance protein	NA
bioY	K03523	NA	3.A.1.25.5_Q9WZQ6;3.A.1.25.7_D5ARG8	biotin transport system substrate-specific component	NA
bioN	K16783	NA	3.A.1.25.7_D5ARG9;3.A.1.25.1	biotin transport system permease protein	NA
bioM	K16784	3.6.3.-	3.A.1.25.7_D5ARH0;3.A.1.25.1	biotin transport system ATP-binding protein [EC:3.6.3.-]	NA
ecfT	K16785	NA	3.A.1.29.1_Q74I61;3.A.1.25.5_Q9X2I1;3.A.1.25.6_Q5M245;3.A.1.26.10_I7BV49;3.A.1.32.1_Q9KXJ7;3.A.1.32.2_Q2NFA7;3.A.1.32.3_A9WJX6;3.A.1.33.1_Q8R9L9	energy-coupling factor transport system permease protein	NA
ecfA1	K16786	3.6.3.-	3.A.1.25.5_Q9X1Z1;3.A.1.25.6_Q5M243;3.A.1.26.10_Q839D5	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	NA
ecfA2	K16787	7.-.-.-	NA	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	NA
blpA	K20344	NA	3.A.1.112	ATP-binding cassette, subfamily C, bacteriocin exporter	NA
bpeE	K18901	NA	2.A.6.2	membrane fusion protein, multidrug efflux system	NA
bpeF	K18902	NA	2.A.6.2	multidrug efflux pump	NA
oprC	K18903	NA	1.B.17.3.3	outer membrane protein, multidrug efflux system	NA
braD	K19083	NA	3.A.1.134	bacitracin transport system ATP-binding protein	NA
braE	K19084	NA	3.A.1.134	bacitracin transport system permease protein	NA
btuC	K06073	NA	3.A.1.13.1_P06609	vitamin B12 transport system permease protein	NA
btuD	K06074	3.6.3.33	3.A.1.13.1_P06611	vitamin B12 transport system ATP-binding protein [EC:3.6.3.33]	NA
btuF	K06858	NA	3.A.1.13.1_Q8ZRP7	vitamin B12 transport system substrate-binding protein	NA
btuB	K16092	NA	1.B.14.3.1_P06129	vitamin B12 transporter	NA
bxlE	K17326	NA	3.A.1.1.21_Q9L027	xylobiose transport system substrate-binding protein	NA
bxlF	K17327	NA	3.A.1.1.21_Q9L026	xylobiose transport system permease protein	NA
bxlG	K17328	NA	3.A.1.1.21	xylobiose transport system permease protein	NA
cbiM	K02007	NA	3.A.1.18;3.A.1.22;3.A.1.23	cobalt/nickel transport system permease protein	NA
cbiN	K02009	NA	3.A.1.18	cobalt/nickel transport protein	NA
cbiO	K02006	NA	3.A.1.18;3.A.1.22;3.A.1.23	cobalt/nickel transport system ATP-binding protein	NA
cbiQ	K02008	NA	3.A.1.18;3.A.1.22;3.A.1.23	cobalt/nickel transport system permease protein	NA
cbiK	K10094	NA	3.A.1.22	nickel transport protein	NA
cbiL	K16915	NA	NA	nickel transport protein	NA
ccmD	K02196	NA	3.A.1.107	heme exporter protein D	NA
ccmB	K02194	NA	3.A.1.107	heme exporter protein B	NA
ccmC	K02195	NA	3.A.1.107	heme exporter protein C	NA
ccmA	K02193	3.6.3.41	3.A.1.107	heme exporter protein A [EC:3.6.3.41]	NA
cebE	K10240	NA	3.A.1.1.23_Q9X9R7	cellobiose transport system substrate-binding protein	NA
cebF	K10241	NA	3.A.1.1.23_Q9X9R6	cellobiose transport system permease protein	NA
cebG	K10242	NA	3.A.1.1.23_Q9X9R5	cellobiose transport system permease protein	NA
celEIIA	K02759	2.7.1.69	4.A.3.2.1_P69791;4.A.3.2.3_O50981;4.A.3.2.6_Q9KSH3;4.A.3.2.7_C4X746;4.A.3.2.9_U5MLJ3;4.A.3.2.2_P46319	PTS system, cellobiose-specific IIA component [EC:2.7.1.69]	NA
celEIIB	K02760	2.7.1.69	4.A.3.2.1_P69795;4.A.3.2.3_O50982;4.A.3.2.5_Q8L3C3;4.A.3.2.6_Q9KSH5;4.A.3.2.7_C4X744;4.A.3.2.9_U5MIE1;4.A.3.2.2_P46318	PTS system, cellobiose-specific IIB component [EC:2.7.1.69]	NA
celEIIC	K02761	NA	4.A.3.2.1_P17334;4.A.3.2.3_O50980;4.A.3.2.5_Q8L3C2;4.A.3.2.6_Q9KSH4;4.A.3.2.7_C4X745;4.A.3.2.9_U5MFA1;4.A.3.2.2_P46317	PTS system, cellobiose-specific IIC component	NA
cfrA	K16089	NA	1.B.14.1.3_O54507;1.B.14.1.4_P17315	outer membrane receptor for ferrienterochelin and colicins	NA
chaA	K07300	NA	2.A.19	Ca2+:H+ antiporter	NA
chiE	K17244	NA	3.A.1.1.40_Q9WZR7	putative chitobiose transport system substrate-binding protein	NA
chiF	K17245	NA	3.A.1.1.40	putative chitobiose transport system permease protein	NA
chiG	K17246	NA	3.A.1.1.40	putative chitobiose transport system permease protein	NA
chrA	K07240	NA	2.A.51.1	chromate transporter	NA
citA	K03288	NA	2.A.1.6.1_P16482;2.A.1.6.7_P0A2G3	MFS transporter, MHS family, citrate/tricarballylate:H+ symporter	NA
citT	K09477	NA	2.A.47.3.2_P0AE74	citrate:succinate antiporter	NA
cmlA	K18552	NA	2.A.1.2.3_P32482	MFS transporter, DHA1 family, florfenicol/chloramphenicol resistance protein	NA
cmpB	K11951	NA	3.A.1.16.3	bicarbonate transport system permease protein	NA
cmpA	K11950	NA	3.A.1.16.3	bicarbonate transport system substrate-binding protein	NA
cmpC	K11952	3.6.3.-	3.A.1.16.3	bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	NA
cmpD	K11953	3.6.3.-	3.A.1.16.3	bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	NA
codB	K10974	NA	2.A.39.1.1_P0AA82	cytosine permease	NA
corA	K03284	NA	1.A.35.1;1.A.35.3	magnesium transporter	NA
cusA	K07787	NA	2.A.6.1.4	Cu(I)/Ag(I) efflux system membrane protein CusA/SilA	NA
cusC	K07796	NA	1.B.17.3.4;1.B.17.3.5	outer membrane protein, Cu(I)/Ag(I) efflux system	NA
cycA	K11737	NA	2.A.3.1.17_M1IW84;2.A.3.1.7_P0AAE0	D-serine/D-alanine/glycine transporter	NA
cydC	K16012	NA	3.A.1.129.1_P23886	ATP-binding cassette, subfamily C, bacterial CydC	NA
cydD	K16013	NA	3.A.1.129.1_P29018	ATP-binding cassette, subfamily C, bacterial CydD	NA
cydCD	K16014	NA	3.A.1.129	ATP-binding cassette, subfamily C, bacterial CydCD	NA
sbp	K23163	NA	3.A.1.6.1;3.A.1.6.3;3.A.1.6.7	sulfate/thiosulfate transport system substrate-binding protein 	NA
cysU	K02046	NA	3.A.1.6.1;3.A.1.6.3;3.A.1.6.7	sulfate transport system permease protein	NA
cysA	K02045	7.3.2.3	3.A.1.6.1;3.A.1.6.3;3.A.1.6.7	sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]	NA
cysW	K02047	NA	3.A.1.6.1;3.A.1.6.3;3.A.1.6.7	sulfate transport system permease protein	NA
cysP	K02048	NA	3.A.1.6.1;3.A.1.6.3	sulfate transport system substrate-binding protein	NA
czcA	K15726	NA	2.A.6.1.2	cobalt-zinc-cadmium resistance protein CzcA	NA
czcC	K15725	NA	1.B.17.2.2	outer membrane protein, cobalt-zinc-cadmium efflux system	NA
czcD	K16264	NA	2.A.4.1	cobalt-zinc-cadmium efflux system protein	NA
dasC	K17331	NA	3.A.1.1.33_Q8KN17	N,N'-diacetylchitobiose transport system permease protein	NA
dasB	K17330	NA	3.A.1.1.33_Q8KN18	N,N'-diacetylchitobiose transport system permease protein	NA
dasA	K17329	NA	3.A.1.1.33_Q8KN19	N,N'-diacetylchitobiose transport system substrate-binding protein	NA
dctQ	K11689	NA	2.A.56.1.1_O07837	C4-dicarboxylate transporter, DctQ subunit	NA
dctP	K11688	NA	2.A.56.1.1_P37735	C4-dicarboxylate-binding protein DctP	NA
dctM	K11690	NA	2.A.56.1.1_O07838	C4-dicarboxylate transporter, DctM subunit	NA
dctA	K11103	NA	2.A.23.1.10_Q848I3;2.A.23.1.3_Q01857;2.A.23.1.6_P96603;2.A.23.1.9_Q1J1H5	aerobic C4-dicarboxylate transport protein	NA
dcuA	K07791	NA	2.A.13.1.1_P0ABN5;2.A.13.1.3_Q8ZLD2;2.A.13.1.4_K0K2U6	anaerobic C4-dicarboxylate transporter DcuA	NA
dcuB	K07792	NA	2.A.13.1.2_P0ABN9;2.A.13.1.3_Q8ZLD2;2.A.13.1.4_K0K2U6	anaerobic C4-dicarboxylate transporter DcuB	NA
dcuC	K03326	NA	2.A.61.1.1_P0ABP3;2.A.61.1.2_P45428	C4-dicarboxylate transporter, DcuC family	NA
devC	K02004	NA	3.A.1.114.1_O50295	putative ABC transport system permease protein	NA
devA	K02003	NA	3.A.1.114.1_O50296	putative ABC transport system ATP-binding protein	NA
devB	K02005	NA	3.A.1.114.1_Q7A2B0	HlyD family secretion protein	NA
hgdD	K03287	NA	1.B.17.2.10_V5V5Z3;3.A.1.114.1_Q8YT39	outer membrane factor, OMF family	NA
dgaEIIA	K17464	2.7.1.69	4.A.6.1.17_D0ZLR7	PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.69]	NA
dgaEIIB	K17465	2.7.1.69	4.A.6.1.17_D0ZLR6	PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.69]	NA
dgaEIIC	K17466	NA	4.A.6.1.17_D0ZLR5	PTS system, D-glucosaminate-specific IIC component	NA
dgaEIID	K17467	NA	4.A.6.1.17_D0ZLR4	PTS system, D-glucosaminate-specific IID component	NA
dglEIIA	K02763	2.7.1.69	4.A.1.1.6	PTS system, D-glucosamine-specific IIA component [EC:2.7.1.69]	NA
dglEIIB	K02764	2.7.1.69	4.A.1.1.6	PTS system, D-glucosamine-specific IIB component [EC:2.7.1.69]	NA
dglEIIC	K02765	NA	4.A.1.1.13_Q57071;4.A.1.1.14_Q53922;4.A.1.1.6_P39816;4.A.1.1.9_P20166	PTS system, D-glucosamine-specific IIC component	NA
dltB	K03739	NA	2.A.50.2.1_P39580	membrane protein involved in D-alanine export	NA
dppA1	K12368	NA	3.A.1.5.39_W0WJ85;3.A.1.5.39_W0WKZ8;3.A.1.5.39_W0WL02;3.A.1.5.39_W0WLZ1;3.A.1.5.39_W0WQF0	dipeptide transport system substrate-binding protein	NA
dppB1	K12369	NA	3.A.1.5.39_W0WN20	dipeptide transport system permease protein	NA
dppC1	K12370	NA	3.A.1.5.39_W0WMS8	dipeptide transport system permease protein	NA
dppD1	K12371	NA	3.A.1.5.39_W0WJ90	dipeptide transport system ATP-binding protein	NA
dppF1	K12372	NA	3.A.1.5.39_W0WLZ8	dipeptide transport system ATP-binding protein	NA
dppB2	K16200	NA	3.A.1.5.2_P26903	dipeptide transport system permease protein	NA
dppC2	K16201	NA	3.A.1.5.2_P26904	dipeptide transport system permease protein	NA
dppD2	K16202	NA	3.A.1.5.2_P26905	dipeptide transport system ATP-binding protein	NA
dppE	K16199	NA	3.A.1.5.2_P26906	dipeptide transport system substrate-binding protein	NA
dsdX	K13629	NA	2.A.8.1.5_P08555	D-serine transporter	NA
eamA	K15268	NA	2.A.7.3.2_P31125	O-acetylserine/cysteine efflux transporter	NA
eamB	K11249	NA	2.A.76.1.4_P38101	cysteine/O-acetylserine efflux protein	NA
ebrA	K11814	NA	2.A.7.1.6	multidrug resistance protein EbrA	NA
ebrB	K11815	NA	2.A.7.1.6	multidrug resistance protein EbrB	NA
ebr	K18975	NA	2.A.7.1.11	small multidrug resistance pump	NA
eexD	K16299	NA	3.A.1.110.13_O67184;3.A.1.110.10	ATP-binding cassette, subfamily C, bacterial EexD	NA
efeB	K16301	1.11.1.-	2.A.108.2.3	deferrochelatase/peroxidase EfeB [EC:1.11.1.-]	NA
efeO	K07224	NA	2.A.108.2.3	iron uptake system component EfeO	NA
emrK	K03543	NA	2.A.1.3.36_C5W790	membrane fusion protein, multidrug efflux system	NA
emrY	K03446	NA	2.A.1.3.20_Q9RQ29;2.A.1.3.36_C5W789	MFS transporter, DHA2 family, multidrug resistance protein	NA
entS	K08225	NA	2.A.1.38.1_P24077	MFS transporter, ENTS family, enterobactin (siderophore) exporter	NA
epsE	K16712	NA	2.A.66.2.11_Q45411	EPS I polysaccharide export inner membrane protein EpsE	NA
epsF	K16713	NA	NA	EPS I polysaccharide export inner membrane protein EpsF	NA
eryG	K17202	NA	3.A.1.2.11_Q92WK4;3.A.1.2.16_Q1M4Q9	erythritol transport system substrate-binding protein	NA
eryF	K17203	NA	3.A.1.2.11_Q92WK1;3.A.1.2.16_Q1M4Q8	erythritol transport system permease protein	NA
eryE	K17204	NA	3.A.1.2.11_Q92WK2;3.A.1.2.16_Q1M4Q7	erythritol transport system ATP-binding protein	NA
exbB	K03561	NA	1.A.30.2.1	biopolymer transport protein ExbB	NA
exbD	K03559	NA	1.A.30.2.1	biopolymer transport protein ExbD	NA
exoT	K16553	NA	2.A.66.2.2	succinoglycan exporter	NA
fadL	K06076	1.B.9	NA	long-chain fatty acid transport protein	NA
fdhC	K21993	NA	1.A.16.2	formate transporter	NA
fecE	K23184	7.2.2.18	3.A.1.14.1;3.A.1.14.8	ferric citrate transport system ATP-binding protein [EC:7.2.2.18]	NA
fecB	K23181	NA	3.A.1.14.1;3.A.1.14.8	ferric citrate transport system substrate-binding protein	NA
fecD	K23182	NA	3.A.1.14.1;3.A.1.14.8	ferric citrate transport system permease protein	NA
fecC	K23183	NA	3.A.1.14.1;3.A.1.14.8	ferric citrate transport system permease protein	NA
fecA	K16091	NA	1.B.14.1.12_Q9HXB2;1.B.14.1.20_P13036	Fe(3+) dicitrate transport protein	NA
fepC	K23188	NA	3.A.1.14.2;3.A.1.14.6	ferric enterobactin transport system ATP-binding protein	NA
fepG	K23187	NA	3.A.1.14.2;3.A.1.14.6	ferric enterobactin transport system permease protein	NA
fepD	K23186	NA	3.A.1.14.2;3.A.1.14.6	ferric enterobactin transport system permease protein	NA
fepB	K23185	NA	3.A.1.14.2;3.A.1.14.6	ferric enterobactin transport system substrate-binding protein	NA
fepA	K19611	NA	1.B.14.1.22_P05825;1.B.14.1.3_O54507;1.B.14.1.5_Q05098	ferric enterobactin receptor	NA
fevA	K02013	3.6.3.34	3.A.1.13.2_A9WCZ7;3.A.1.14.13_Q9RK11;3.A.1.14.14_Q9A197;3.A.1.14.1_P15031;3.A.1.14.2_P23878;3.A.1.14.3_P07821;3.A.1.14.4_Q47087;3.A.1.14.6_Q9RCF3;3.A.1.14.7_Q9X665;3.A.1.14.8_Q8GRB0	iron complex transport system ATP-binding protein [EC:3.6.3.34]	NA
fevP	K02015	NA	3.A.1.13.2_A9WCZ6;3.A.1.14.13_Q9RK09;3.A.1.14.13_Q9RK10;3.A.1.14.14_Q06A41;3.A.1.14.14_Q9A199;3.A.1.14.15_P40410;3.A.1.14.15_P40411;3.A.1.14.1_P15029;3.A.1.14.1_P15030;3.A.1.14.2_P23876;3.A.1.14.2_P23877;3.A.1.14.3_P06972;3.A.1.14.4_Q47085;3.A.1.14.4_Q47086;3.A.1.14.6_Q9RCF4;3.A.1.14.6_Q9RCF5;3.A.1.14.7_Q9X664;3.A.1.14.8_Q8GRB1;3.A.1.14.8_Q8GRB2	iron complex transport system permease protein	NA
fevS	K02016	NA	3.A.1.13.2_A9WCZ4;3.A.1.14.13_Q9RK12;3.A.1.14.14_Q9A198;3.A.1.14.15_P40409;3.A.1.14.1_P15028;3.A.1.14.2_C8U2V6;3.A.1.14.3_P07822;3.A.1.14.4_Q47084;3.A.1.14.6_Q9RCF6;3.A.1.14.7_Q93PN3;3.A.1.14.7_Q99RY8;3.A.1.14.8_Q8GRB3	iron complex transport system substrate-binding protein	NA
fhuC	K10829	3.6.3.34	3.A.1.14.3;3.A.1.14.12	iron-chelate-transporting ATPase [EC:3.6.3.34]	NA
fhuB	K23228	NA	3.A.1.14.3;3.A.1.14.12	ferric hydroxamate transport system permease protein	NA
fhuD	K23227	NA	3.A.1.14.3;3.A.1.14.12	ferric hydroxamate transport system substrate-binding protein	NA
fieF	K13283	NA	2.A.4.7.1	ferrous-iron efflux pump FieF	NA
fiu	K16090	NA	1.B.14.1.9_P75780	catecholate siderophore receptor	NA
flqA	K16905	NA	3.A.1	fluoroquinolone transport system permease protein	NA
flqB	K16906	NA	3.A.1	fluoroquinolone transport system permease protein	NA
flqC	K16907	3.6.3.-	3.A.1	fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-]	NA
focA	K06212	NA	1.A.16.1.1_P0AC23;1.A.16.1.2_P77733;1.A.16.1.3_F9A868	formate transporter	NA
focB	K03459	NA	1.A.16.1.2_P77733	formate transporter	NA
fpvA	K16088	NA	1.B.14.1.14_P25184;1.B.14.1.1_P16869	outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid	NA
frcA	K10554	NA	3.A.1.2.7_Q9F9B0	fructose transport system ATP-binding protein	NA
frcB	K10552	NA	3.A.1.2.7_Q9F9B2	fructose transport system substrate-binding protein	NA
frcC	K10553	NA	3.A.1.2.7_Q9F9B1	fructose transport system permease protein	NA
fru1EIIA	K02768	2.7.1.69	4.A.2.1.14_D2RXA7;4.A.2.1.15_D4GYE4;4.A.2.1.20_Q3K0G6;4.A.2.1.21_F8Y3B4;4.A.2.1.22_Q3JZE3;4.A.2.1.23_T5HNP5;4.A.2.1.25_P32155;4.A.2.1.26_Q5V5X4;4.A.2.1.7_Q1LZ59;4.A.2.1.8_Q1LZ68;4.A.2.1.9_Q1R4S9	PTS system, fructose-specific IIA component [EC:2.7.1.69]	NA
fru1EIIB	K02769	2.7.1.69	4.A.2.1.14_D2RXA4;4.A.2.1.15_D4GYE1;4.A.2.1.22_Q3JZE2;4.A.2.1.26_Q5V5X1;4.A.2.1.7_Q1LZ59;4.A.2.1.9_Q8FC73	PTS system, fructose-specific IIB component [EC:2.7.1.69]	NA
fru1EIIC	K02770	NA	4.A.2.1.13_Q0S1N2;4.A.2.1.14_D2RXA8;4.A.2.1.15_D4GYE5;4.A.2.1.16_Q9RMF5;4.A.2.1.17_Q9HY57;4.A.2.1.18_Q9RZP7;4.A.2.1.19_M7PF02;4.A.2.1.1_P20966;4.A.2.1.20_Q3K0G6;4.A.2.1.21_F8Y3B5;4.A.2.1.22_Q3JZE4;4.A.2.1.23_T5HN74;4.A.2.1.26_q5v5x5;4.A.2.1.4_P71012;4.A.2.1.6_O31645;4.A.2.1.7_Q1LZ59;4.A.2.1.8_Q8DWE7;4.A.2.1.9_Q1R4T1	PTS system, fructose-specific IIC component	NA
levG	K02771	NA	4.A.6.1.2_P26382	PTS system, fructose-specific IID component	NA
fru2EIIA	K11201	2.7.1.69	4.A.2.1.25_P32155	PTS system, fructose-specific IIA-like component [EC:2.7.1.69]	NA
fru2EIIB	K11202	2.7.1.69	4.A.2.1	PTS system, fructose-specific IIB-like component [EC:2.7.1.69]	NA
fru2EIIC	K11203	NA	4.A.2.1.25_P32154	PTS system, fructose-specific IIC-like component	NA
ftrA	K07230	NA	2.A.108.2.10;2.A.108.2.4;2.A.108.2.9	periplasmic iron binding protein	NA
galEIIA	K20112	2.7.1.204	4.A.5	PTS system, galactose-specific IIA component [EC:2.7.1.204]	NA
galEIIB	K20113	2.7.1.204	4.A.5	PTS system, galactose-specific IIB component [EC:2.7.1.204]	NA
galEIIC	K20114	NA	4.A.5	PTS system, galactose-specific IIC component	NA
galP	K08137	NA	2.A.1.1.1_P0AEP1;2.A.1.1.2_P0AE24	MFS transporter, SP family, galactose:H+ symporter	NA
gamEIIB	K10984	2.7.1.69	4.A.6.1.5_P42909	PTS system, galactosamine-specific IIB component [EC:2.7.1.69]	NA
gamEIIC	K10985	NA	4.A.6.1.5_Q9KIP7	PTS system, galactosamine-specific IIC component	NA
gamEIID	K10986	NA	4.A.6.1.5_P42911	PTS system, galactosamine-specific IID component	NA
ganO	K15770	NA	3.A.1.1.16_P58300;3.A.1.1.26_O06989;3.A.1.1.27_Q8DT28;3.A.1.1.44_Q7AKP1	arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein	NA
ganP	K15771	NA	3.A.1.1.16_Q8TZP9;3.A.1.1.26_O06990;3.A.1.1.27_Q8DT27;3.A.1.1.44_Q9KZ07;3.A.1.1.51_Q6MNM0	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	NA
ganQ	K15772	NA	3.A.1.1.16_Q8TZQ0;3.A.1.1.26_O06991;3.A.1.1.27_Q8DT26;3.A.1.1.44_Q9KZ08	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	NA
malK	K10111	3.6.3.-	3.A.1.1.12_Q9AI63;3.A.1.1.17_Q9R9Q4;3.A.1.1.19_Q8L122;3.A.1.1.1_P68187;3.A.1.1.49_O30494;3.A.1.1.4_Q01937	multiple sugar transport system ATP-binding protein [EC:3.6.3.-]	NA
gatEIIA	K02773	2.7.1.69	4.A.5.1.1_P69828;4.A.5.1.2_Q71WA4;4.A.5.1.4_Q8FCM6;4.A.5.1.5_D4GUP9;4.A.5.1.6_C9MZ76	PTS system, galactitol-specific IIA component [EC:2.7.1.69]	NA
gatEIIB	K02774	2.7.1.69	4.A.5.1.1_P37188;4.A.5.1.2_Q71WA5;4.A.5.1.4_Q8FCM5;4.A.5.1.5_D4GUQ1;4.A.5.1.6_C9MZ78	PTS system, galactitol-specific IIB component [EC:2.7.1.69]	NA
gatEIIC	K02775	NA	4.A.5.1.1_P69831;4.A.5.1.2_Q71WA6;4.A.5.1.4_Q8FCM4;4.A.5.1.5_D4GUQ0;4.A.5.1.6_C9MZ79	PTS system, galactitol-specific IIC component	NA
gesB	K19594	NA	2.A.6.2.25;2.A.6.2.34	gold/copper resistance efflux pump	NA
gfrEIIA	K19506	2.7.1.69	4.A.6.1.19_V7IHL6	PTS system, fructoselysine and glucoselysine-specific IIA component [EC:2.7.1.69]	NA
gfrEIIB	K19507	2.7.1.69	4.A.6.1.19_V7IFY8;4.A.6.1.23_C1A8G1	PTS system, fructoselysine and glucoselysine-specific IIB component [EC:2.7.1.69]	NA
gfrEIIC	K19508	NA	4.A.6.1.19_V7RE14;4.A.6.1.22_T4NBW3;4.A.6.1.9_Q97N93	PTS system, fructoselysine and glucoselysine-specific IIC component	NA
gfrEIID	K19509	NA	4.A.6.1.19_V7RGM6	PTS system, fructoselysine and glucoselysine-specific IID component	NA
gguA	K10548	NA	3.A.1.2.22_Q8G3R0;3.A.1.2.5_O05176	putative multiple sugar transport system ATP-binding protein	NA
gguP	K10547	NA	3.A.1.2.22_Q8G3Q9;3.A.1.2.5_O05177	putative multiple sugar transport system permease protein	NA
gguS	K10546	NA	3.A.1.2.22_Q8G3R1;3.A.1.2.5_P25548	putative multiple sugar transport system substrate-binding protein	NA
glcP	K10197	NA	3.A.1.1.13_Q97UZ0;3.A.1.1.14_Q97UF4	glucose/arabinose transport system permease protein	NA
glcP1	K10198	NA	3.A.1.1.13_Q97UY9;3.A.1.1.14_Q97UF3	glucose/arabinose transport system permease protein	NA
glcS	K10196	NA	3.A.1.1.13_Q97UZ1;3.A.1.1.14_Q97UF5	glucose/arabinose transport system substrate-binding protein	NA
glcA	K10199	NA	3.A.1.1.13_Q97UY8;3.A.1.1.14_Q97UF2	glucose/arabinose transport system ATP-binding protein	NA
glc1EIIA	K02777	2.7.1.69	4.A.1.1.1_P69783;4.A.3.2.5_Q8L3C4	PTS system, glucose-specific IIA component [EC:2.7.1.69]	NA
glc1EIIB	K02778	2.7.1.69	4.A.1.1.1	PTS system, glucose-specific IIB component [EC:2.7.1.69]	NA
glc1EIIC	K02779	NA	4.A.1.1.11_Q8DS05;4.A.1.1.12_Q48WG5;4.A.1.1.17_Q63GK8;4.A.1.1.18_O51590;4.A.1.1.1_P69786	PTS system, glucose-specific IIC component	NA
glc2EIIA	K20116	NA	4.A.1.1.9;4.A.1.1.13;4.A.1.1.14	PTS system, glucose-specific IIA component	NA
glc2EIIB	K20117	NA	4.A.1.1.9;4.A.1.1.13;4.A.1.1.14	PTS system, glucose-specific IIB component	NA
glc2EIIC	K20118	NA	4.A.1.1.9;4.A.1.1.13;4.A.1.1.14	glucose PTS system EIICBA or EIICB component	NA
glcT1	K08174	NA	2.A.1.7.3_O07563	MFS transporter, FHS family, glucose/mannose:H+ symporter	NA
glcU	K05340	NA	2.A.7.5.1_O07881;2.A.7.5.3_Q9CDF7;2.A.7.5.4_P40420;2.A.7.5.5_L8DP77	glucose uptake protein	NA
glf	K13854	NA	2.A.1.1.4_P21906	MFS transporter, SP family, glucose uniporter	NA
glnH	K10036	NA	3.A.1.3.2_P0AEQ3	glutamine transport system substrate-binding protein	NA
glnP	K10037	NA	3.A.1.3.2_P0AEQ6	glutamine transport system permease protein	NA
glnQ	K10038	3.6.3.-	3.A.1.3.2_P10346	glutamine transport system ATP-binding protein [EC:3.6.3.-]	NA
glpP	K17322	NA	3.A.1.1.35_G3LHZ0	glycerol transport system permease protein	NA
glpQ	K17323	NA	3.A.1.1.35_G3LHZ1	glycerol transport system permease protein	NA
glpV	K17321	NA	3.A.1.1.35_G3LHZ3	glycerol transport system substrate-binding protein	NA
glpS	K17324	NA	3.A.1.1.35_G3LHY8	glycerol transport system ATP-binding protein	NA
glpT	K17325	NA	3.A.1.1.35_G3LHY9	glycerol transport system ATP-binding protein	NA
glpF	K02440	NA	1.A.8.1.1_P0AER0;1.A.8.13.2_Q9C4Z5;1.A.8.2.1_P18156;1.A.8.2.2_P22094;1.A.8.2.3_P52280;1.A.8.2.4_C6VJ63;1.A.8.2.5_D7V7W8;1.A.8.2.6_D7V8E7;1.A.8.2.7_D7VEY8;1.A.8.2.8_D7VC84;1.A.8.2.9_D0JBC9	glycerol uptake facilitator protein	NA
gltI	K10001	NA	3.A.1.3.19_Q88NY2;3.A.1.3.22_Q9I402;3.A.1.3.4_P37902	glutamate/aspartate transport system substrate-binding protein	NA
gltK	K10002	NA	3.A.1.3.19_Q88NY4;3.A.1.3.22_Q9I404;3.A.1.3.4_P0AER5	glutamate/aspartate transport system permease protein	NA
gltJ	K10003	NA	3.A.1.3.19_Q88NY3;3.A.1.3.22_Q9I403;3.A.1.3.4_P0AER3	glutamate/aspartate transport system permease protein	NA
gltL	K10004	3.6.3.-	3.A.1.3.19_Q88NY5;3.A.1.3.22_Q9I405;3.A.1.3.4_P0AAG3	glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]	NA
gltP	K11102	NA	2.A.23.1.1_P21345;2.A.23.1.2_P24943	proton glutamate symport protein	NA
