microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_kegg_score	microtrait_hmm-dbxref_kegg_fscore	microtrait_hmm-dbxref_kegg_tpr	microtrait_hmm-dbxref_kegg_tnr	microtrait_hmm-dbxref_kegg_fpr	microtrait_hmm-dbxref_kegg_fnr	microtrait_hmm-dbxref_kegg_accuracy
K14091	143.4	5.47e-01	0.6721	1.000	6.04e-06	0.3279	1.00e+00
K14138	964.1	9.94e-01	0.9881	1	0.00e+00	0.0119	1.00e+00
K14392	408.0	0.961334	0.92690	1.000	1.26e-07	0.07310	1.00e+00
K14393	240.1	0.992418	0.990442	1.000	1.76e-06	0.009558	0.999995
K14449	218.2	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K14465	502.5	9.63e-01	1.0000	1.000	2.52e-07	0.0000	1.00e+00
K14466	974.6	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K14467	849.1	9.09e-01	1.0	1.000	2.52e-07	0.0	1.00e+00
K14468	1828.9	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K14469	1778.8	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K14470	505.1	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K14471	842.5	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K14472	703.5	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K14534	482.5	9.87e-01	0.99363	1	3.78e-07	0.00637	1.00e+00
K14605	509.2	9.88e-01	0.9765	1.000	0.00e+00	0.0235	1.00e+00
K14645	338.9	0.92235	0.93062	1	9.19e-06	0.06938	0.999984
K14647	463.0	9.83e-01	0.96732	1	0.00e+00	0.0327	1.00e+00
K14665	310.5	9.98e-01	0.99592	1.000	0.00e+00	0.00408	1.00e+00
K14743	196.8	0.994350	0.98876	1	0.00e+00	0.01124	1.00e+00
K14744	35.8	0.999149	0.9983	1	0.00e+00	0.0017	1.0e+00
K15011	187.0	0.998349	0.99670	1.000	0.00e+00	0.00330	1.000000
K15012	147.2	0.998388	0.99678	1.000	0.00e+00	0.00322	1.000000
K15016	650.8	8.82e-01	0.78882	1.000	0.00e+00	0.21118	1.00e+00
K15017	702.8	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K15018	1333.8	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K15019	339.1	9.30e-01	0.8889	1.000	1.26e-07	0.1111	1.00e+00
K15020	375.6	9.78e-01	1.000	1.000	2.52e-07	0.0000	1.00e+00
K15022	716.2	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K15023	318.9	9.71e-01	0.9565	1.000	1.26e-07	0.0435	1.00e+00
K15024	264.6	9.53e-01	0.93578	1	7.55e-07	0.06422	1.00e+00
K15036	877.9	1.00e+00	1.00	1.000	0.00e+00	0.00	1.00e+00
K15037	187.9	1.00e+00	1.000	1.000	0.00e+00	0.0000	1.00e+00
K15038	714.5	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K15039	557.0	1.00e+00	1.0000	1.000	0.00e+00	0.000	1.00e+00
K15230	945.6	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K15231	350.2	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K15268	134.5	0.993988	0.99399	1.000	7.56e-07	0.00601	0.999998
K15270	164.6	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K15371	70.8	1.000000	1.000000	1	0.00e+00	0.000000	1.000000
K15495	134.6	9.76e-01	0.95652	1.000	1.26e-07	0.04348	1.00e+00
K15496	263.2	8.43e-01	0.72845	1.000	0.00e+00	0.27155	1.00e+00
K15497	395.6	0.400000	0.29771	1.000	3.15e-06	0.70229	1.00e+00
K15547	258.7	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K15550	537.3	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K15551	203.9	0.995846	0.99526	1.000	3.78e-07	0.00474	0.999999
K15552	280.2	0.910734	0.9264	1.000	1.18e-05	0.07356	0.99998
K15553	190.3	0.95047	0.96642	1.000	2.32e-05	0.033577	0.999965
K15554	268.8	0.963375	0.93480	1.000	1.51e-06	0.06520	0.999982
K15555	299.1	0.801967	0.843682	1.000	6.02e-05	0.156318	0.999904
K15576	474.9	0.872340	0.88005	1.000	1.37e-05	0.11995	1.00e+00
K15577	257.1	0.958491	0.98961	1.000	7.30e-06	0.01039	1.00e+00
K15578	351.5	0.882175	0.95052	1.000	1.98e-05	0.04948	1.00e+00
K15579	394.9	3.82e-01	1.0000	1.000	1.59e-05	0.0000	1.00e+00
K15580	387.1	0.887118	0.875835	1.000	5.77e-05	0.124165	0.999870
K15581	340.7	0.864208	0.84269	1.000	3.43e-05	0.157312	0.999916
K15582	354.4	0.849008	0.77848	1.000	1.76e-05	0.221519	0.999912
K15583	459.1	0.345731	0.816158	0.999	8.88e-04	0.183842	0.999056
K15584	449.4	0.962963	0.9567	1.000	1.76e-06	0.04329	1.00e+00
K15585	383.9	0.948235	0.94824	1.000	2.77e-06	0.05176	1.00e+00
K15586	347.7	0.945189	0.92601	1.000	1.76e-06	0.07399	1.00e+00
K15587	322.1	0.085076	0.72660	0.999	7.85e-04	0.27340	9.99e-01
K15633	111.8	1.000000	1.000000	1	0.00e+00	0.000000	1e+00
K15634	142.1	0.777728	0.831934	1.000	2.45e-04	0.16807	0.999622
K15635	101.5	1.00000	1.00000	1.000	0.00e+00	0.00000	1.00000
K15725	203.2	0.974048	0.949410	1.000	0.00e+00	0.050590	0.999992
K15726	1149.6	0.983971	0.97141	1.000	7.56e-07	0.02859	0.999992
K15745	612.7	1.00e+00	1	1.000	0.00e+00	0	1.00e+00
K15770	336.6	0.826867	0.767028	1.000	1.44e-05	0.232972	0.999948
K15771	344.1	0.859368	0.78560	1.000	6.80e-06	0.214399	0.999959
K15772	298.2	0.925681	0.87922	1.000	3.27e-06	0.12078	0.999977
K15863	1850.0	9.80e-01	0.96	1.000	0.00e+00	0.04	1.00e+00
K15864	442.4	0.996283	0.99259	1.000	0.00e+00	0.00741	1.000000
K15876	120.0	9.83e-01	0.96679	1	0.00e+00	0.03321	1.00e+00
K15916	163.0	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K16011	518.1	0.755938	0.938099	1.000	9.29e-05	0.061901	0.999897
K16012	419.8	0.842798	0.95105	1.000	7.00e-05	0.04895	0.999919
K16013	442.3	0.860963	0.983343	1.000	6.83e-05	0.01666	0.999928
K16014	974.4	9.37e-01	0.88571	1.000	1.26e-07	0.11429	0.999997
K16055	679.8	9.82e-01	0.96377	1	0.00e+00	0.03623	1.00e+00
K16074	197.1	0.994163	0.99016	1.000	2.52e-07	0.009839	0.999998
K16077	229.6	9.95e-01	0.99026	1	0.00e+00	0.00974	1.00e+00
K16081	129.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K16088	435.6	0.976729	0.973220	1.000	3.78e-06	0.026780	0.999991
K16089	515.4	0.802782	0.681250	1.000	2.90e-06	0.318750	0.999939
K16090	592.0	0.986888	0.977489	1.000	5.04e-07	0.022511	0.999996
K16091	306.8	0.988934	0.98037	1.000	2.52e-07	0.01963	0.999998
K16092	439.4	0.92417	0.864148	1.000	1.13e-06	0.135852	0.99997
K16139	446.8	9.36e-01	0.88	1	0.00e+00	0.12	1.00e+00
K16140	35.3	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K16152	672.5	9.91e-01	0.98165	1.000	0.00e+00	0.01835	1.00e+00
K16157	574.6	9.09e-01	1.0	1	2.52e-07	0.0	1.00e+00
K16158	575.9	8.57e-01	0.750	1	0.00e+00	0.250	1.00e+00
K16159	216.3	9.23e-01	1.000	1	1.26e-07	0.000	1.00e+00
K16161	435.6	9.23e-01	1.000	1.000	1.26e-07	0.000	1.00e+00
K16162	34.3	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K16170	968.7	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K16176	46.0	9.44e-01	0.8947	1	0.00e+00	0.105	1.0e+00
K16177	361.5	9.92e-01	0.9846	1	0.00e+00	0.0154	1.00e+00
K16178	267.2	9.70e-01	0.9412	1	0.00e+00	0.0588	1.00e+00
K16179	287.1	9.66e-01	0.9341	1.000	0.00e+00	0.0659	1.00e+00
K16199	790.7	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K16200	517.1	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K16201	507.2	9.78e-01	0.9565	1.000	0.00e+00	0.0435	1.00e+00
K16202	598.7	1.04e-01	0.8222	1.000	1.59e-04	0.1778	1.00e+00
K16203	33.9	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K16209	280.0	9.73e-01	0.9585	1	3.78e-07	0.04149	1.00e+00
K16210	319.1	0.983642	0.96781	1.000	0.00e+00	0.03219	1.00e+00
K16211	71.5	1.000000	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K16234	722.8	0.959698	0.92252	1.000	0.00e+00	0.07748	0.999996
K16235	696.5	0.863636	0.82310	1.000	5.79e-06	0.17690	1.00e+00
K16236	873.2	9.67e-01	0.9362	1.000	0.00e+00	0.0638	1.00e+00
K16248	467.5	9.09e-01	0.8571	1.000	2.52e-07	0.1429	1.00e+00
K16254	244.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K16255	145.4	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K16256	188.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K16257	343.4	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K16258	107.5	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K16259	291.1	1.00e+00	1.0000	1	0.00e+00	0.0000	1.0e+00
K16260	70.5	9.86e-01	1.0000	1	1.26e-07	0.0000	1.00e+00
K16263	240.1	0.984615	0.99225	1.000	1.89e-06	0.00775	1.00e+00
K16264	131.0	0.994995	0.990698	1	2.52e-07	0.009302	0.999996
K16267	142.5	9.96e-01	0.99574	1	1.26e-07	0.00426	1.00e+00
K16291	393.5	0.805902	0.71142	1.000	3.40e-06	0.28858	1.00e+00
K16299	846.5	8.48e-01	0.7368	1.000	0.00e+00	0.2632	1.00e+00
K16301	438.2	0.979006	0.95887	1	0.00e+00	0.04113	0.999995
K16305	519.4	9.37e-01	0.8966	1	1.26e-07	0.1034	1.0e+00
K16306	344.0	8.55e-01	0.94712	1.000	7.05e-06	0.05288	1.00e+00
K16321	614.9	9.92e-01	0.985	1	0.00e+00	0.01538	1.00e+00
K16322	555.5	0.993949	0.99245	1	3.78e-07	0.00755	1.00e+00
K16323	492.2	9.92e-01	0.98864	1	1.26e-07	0.01136	1.00e+00
K16324	666.1	7.92e-01	0.9833	1	7.55e-06	0.01667	1.00e+00
K16325	850.9	9.75e-01	0.9516	1	0.00e+00	0.0484	1.00e+00
K16327	259.1	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K16331	277.1	9.90e-01	0.9901	1.000	1.26e-07	0.0099	1.00e+00
K16345	600.6	0.986895	0.97413	1.000	0.00e+00	0.02587	0.999997
K16346	867.2	9.85e-01	1.0000	1.000	3.78e-07	0.0000	1.00e+00
K16370	314.3	0.914861	0.8590	1.000	1.64e-06	0.14099	1.00e+00
K16552	355.1	8.82e-01	0.9375	1.000	1.13e-06	0.0625	1.00e+00
K16553	875.3	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K16566	308.6	9.17e-01	0.8571	1	1.26e-07	0.1429	1.00e+00
K16694	425.6	9.42e-01	0.9500	1	5.04e-07	0.0500	1.00e+00
K16695	476.8	9.39e-01	0.9079	1	7.55e-07	0.09211	1.00e+00
K16696	531.9	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K16703	189.6	9.94e-01	0.99623	1.000	2.52e-07	0.00377	1.00e+00
K16710	90.7	9.82e-01	1.00000	1	1.13e-06	0.00000	1.0e+00
K16711	55.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K16712	935.8	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K16713	877.2	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K16783	179.2	0.844749	0.74297	1.000	1.01e-06	0.25703	1.00e+00
K16784	302.2	0.29412	0.51971	1.000	1.42e-04	0.48029	1.00e+00
K16785	111.0	0.856662	0.845506	1	6.34e-05	0.15449	0.999860
K16786	342.6	0.704344	0.582389	1.000	3.49e-05	0.417611	0.999761
K16787	382.4	0.673889	0.546653	1.000	3.69e-05	0.453347	0.999742
K16788	68.0	9.96e-01	0.992	1	0.00e+00	0.008	1.00e+00
K16789	56.5	0.99368	0.98743	1	0.00e+00	0.01257	1.00e+00
K16885	618.7	9.93e-01	1.0000	1.000	1.26e-07	0.0000	1.00e+00
K16886	998.5	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K16887	327.9	8.72e-01	0.7885	1.000	1.26e-07	0.2115	1.00e+00
K16905	127.0	9.86e-01	0.98630	1	2.52e-07	0.01370	1.00e+00
K16906	118.4	9.90e-01	0.9797	1.000	0.00e+00	0.02027	1.00e+00
K16907	388.9	9.56e-01	0.9156	1.000	0.00e+00	0.08442	1.00e+00
K16915	87.6	8.52e-01	0.88194	1	6.80e-06	0.11806	1.00e+00
K16916	185.9	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K16917	250.0	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K16918	488.0	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K16919	403.0	1.00000	1.0000	1	0.00e+00	0.0000	1.0e+00
K16920	330.8	9.93e-01	1.0000	1.000	1.26e-07	0.0000	1.00e+00
K16921	580.7	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K16922	77.4	9.56e-01	0.91733	1.000	1.26e-07	0.08267	1.00e+00
K16936	19.6	9.89e-01	0.9787	1	0.00e+00	0.0213	1.00e+00
K16937	65.3	0.886768	0.82388	1.000	3.65e-06	0.17612	0.999978
K16950	405.5	1.000000	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K16951	277.5	9.97e-01	0.9943	1.000	0.00e+00	0.00575	1.00e+00
K16952	394.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K16953	236.9	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K16954	666.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K16956	399.3	1.00e+00	1.000	1.000	0.00e+00	0.0000	1.00e+00
K16957	239.5	8.95e-01	0.94946	1.000	6.04e-06	0.05054	1.00e+00
K16958	259.2	8.43e-01	0.80156	1.000	3.27e-06	0.19844	1.00e+00
K16959	261.2	8.50e-01	0.80952	1.000	3.27e-06	0.19048	1.00e+00
K16960	404.8	7.65e-01	0.62162	1.000	1.26e-07	0.37838	1.00e+00
K17050	1034.9	8.72e-01	0.8095	1.000	1.26e-07	0.1905	1.00e+00
K17051	525.4	8.57e-01	0.8182	1.000	2.52e-07	0.1818	1.00e+00
K17052	133.5	8.24e-01	0.70	1	0.00e+00	0.30	1.00e+00
K17062	692.4	1.00e+00	1.00	1.000	0.00e+00	0.00	1.00e+00
K17063	446.8	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K17073	242.0	9.60e-01	0.92364	1.000	0.00e+00	0.0764	1.00e+00
K17074	279.8	0.95113	0.91007	1.000	1.26e-07	0.0899	0.999997
K17076	354.2	9.68e-01	0.93836	1.000	0.00e+00	0.06164	1.00e+00
K17077	252.3	0.862676	0.8203	1.000	9.19e-06	0.17969	0.999971
K17202	385.6	9.87e-01	0.97674	1.000	1.26e-07	0.0233	1.00e+00
K17203	378.9	9.85e-01	0.97342	1.000	1.26e-07	0.02658	1.00e+00
K17204	645.5	9.97e-01	1.00000	1.000	2.52e-07	0.00000	1.00e+00
K17205	405.0	9.97e-01	1.000	1.000	1.26e-07	0.00000	1.00e+00
K17206	393.0	9.71e-01	0.94286	1.000	0.00e+00	0.05714	0.999999
K17207	710.3	0.990712	0.98160	1.000	0.00e+00	0.01840	1.00e+00
K17208	397.3	9.95e-01	1.00000	1.000	1.26e-07	0.00000	1.00e+00
K17209	483.4	9.86e-01	0.97196	1.000	0.00e+00	0.02804	1.00e+00
K17210	674.8	1.00e+00	1.0000	1.000	0.00e+00	0.00000	1.00e+00
K17213	302.1	0.875664	0.91759	1.000	1.01e-05	0.08241	1.00e+00
K17214	402.8	9.10e-01	0.85522	1.000	8.81e-07	0.14478	1.00e+00
K17215	722.6	9.31e-01	0.91003	1.000	1.64e-06	0.08997	1.00e+00
K17218	218.1	0.97577	0.962532	1.000	2.01e-06	0.0375	0.999991
K17219	2418.5	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K17220	532.0	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K17221	932.7	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K17224	356.5	9.96e-01	0.99145	1.000	0.00e+00	0.00855	1.00e+00
K17225	460.0	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K17229	476.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K17230	85.0	9.38e-01	1.0000	1.000	6.29e-07	0.0000	1.00e+00
K17234	345.9	0.96070	0.9244	1.000	0.00e+00	0.0756	0.999999
K17235	328.6	9.91e-01	0.9813	1.000	0.00e+00	0.01869	1.00e+00
K17236	371.5	9.86e-01	0.9722	1.000	0.00e+00	0.02778	1.00e+00
K17237	264.5	9.95e-01	0.99048	1.000	0.00e+00	0.00952	1.00e+00
K17238	299.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K17239	272.3	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K17240	480.8	8.99e-01	0.9271	1.000	1.64e-06	0.0729	1.00e+00
K17241	254.0	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K17242	335.1	9.44e-01	0.90071	1.000	1.26e-07	0.09929	1.00e+00
K17243	319.4	9.93e-01	1.00000	1.000	2.52e-07	0.00000	1.00e+00
K17244	378.5	9.97e-01	0.99351	1.000	0.00e+00	0.00649	1.00e+00
K17245	356.5	0.989967	0.98013	1.000	0.00e+00	0.01987	1.000000
K17246	329.5	0.976898	0.95484	1.000	0.00e+00	0.04516	1.00e+00
K17315	254.4	0.994502	0.99147	1.000	2.52e-07	0.00853	0.999999
K17316	283.6	0.995763	0.99296	1.000	1.26e-07	0.00704	1.00e+00
K17317	277.1	0.996481	0.99578	1.000	2.52e-07	0.00422	1.00e+00
K17318	190.8	0.988612	0.986460	1.000	2.39e-06	0.013540	0.99999
K17319	224.4	0.997199	0.99796	1.000	8.82e-07	0.00204	0.999999
K17320	235.5	0.992908	0.994924	1.000	2.27e-06	0.005076	0.999996
K17321	255.2	9.96e-01	0.99138	1	0.00e+00	0.00862	1.00e+00
K17322	358.7	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K17323	334.1	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K17324	344.2	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K17325	416.0	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K17326	553.1	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K17327	437.2	1.00e+00	1.000	1.000	0.00e+00	0.0000	1.00e+00
K17328	403.8	9.68e-01	0.938	1.000	0.00e+00	0.0625	1.00e+00
K17329	287.4	9.96e-01	0.99245	1.000	0.00e+00	0.00755	1.00e+00
K17330	310.9	9.78e-01	0.96104	1.000	1.26e-07	0.03896	1.00e+00
K17331	332.1	9.83e-01	0.96596	1.000	0.00e+00	0.03404	1.00e+00
K17463	71.6	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K17464	129.5	9.87e-01	0.99115	1	2.52e-07	0.00885	1.00e+00
K17465	196.5	9.79e-01	0.9583	1	0.00e+00	0.04167	1.00e+00
K17466	282.4	9.96e-01	0.991	1	0.00e+00	0.00855	1.00e+00
K17467	361.9	9.69e-01	0.940	1	0.00e+00	0.06034	1.00e+00
K17716	391.1	0.976055	0.95323	1.000	0.00e+00	0.04677	1.00e+00
K17733	63.4	0.991349	0.99307	1	7.55e-07	0.00693	1.00e+00
K17734	323.2	0.907975	0.83459	1	1.26e-07	0.16541	1.00e+00
K17753	604.1	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K17755	1047.2	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K17818	360.3	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K17993	588.1	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K17994	337.9	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K17995	438.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K17996	445.5	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K18015	32.2	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K18093	471.9	0.989967	0.9801	1	0.00e+00	0.01987	1.0e+00
K18138	1027.2	0.709048	0.980250	1.000	3.00e-04	0.019750	0.999692
K18142	2032.2	9.87e-01	0.9745	1.000	0.00e+00	0.0255	1.00e+00
K18146	1677.6	9.82e-01	0.9647	1.000	0.00e+00	0.03529	1.00e+00
K18147	957.7	1.00e+00	1.000	1.000	0.00e+00	0.0000	1.00e+00
K18199	151.7	9.84e-01	0.96835	1.000	0.00e+00	0.03165	1.00e+00
K18216	805.5	9.77e-01	0.955	1.000	0.00e+00	0.0455	1.00e+00
K18217	775.3	9.77e-01	0.9556	1.000	0.00e+00	0.0444	1.00e+00
K18218	599.9	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K18232	465.0	9.73e-01	0.96491	1.000	2.52e-07	0.03509	1.00e+00
K18233	335.2	9.67e-01	0.9508	1.000	1.26e-07	0.0492	1.00e+00
K18300	554.6	8.89e-01	0.8000	1.000	0.00e+00	0.2000	1.00e+00
K18308	584.7	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K18322	1875.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K18323	721.5	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K18324	1828.8	9.85e-01	0.9702	1.000	0.00e+00	0.02976	1.00e+00
K18326	280.0	9.98e-01	0.99693	1.000	0.00e+00	0.00307	1.000000
K18530	363.9	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K18544	436.0	8.57e-01	1.000	1	2.52e-07	0.000	1.00e+00
K18545	411.9	9.14e-01	0.8767	1	3.78e-07	0.1233	1.00e+00
K18546	358.8	9.11e-01	0.85632	1	5.04e-07	0.14368	1.00e+00
K18547	375.5	9.40e-01	0.9307	1	6.30e-07	0.0693	1.00e+00
K18548	645.9	1.00e+00	1.0	1	0.00e+00	0.0	1.00e+00
K18552	360.0	9.73e-01	0.9467	1.000	0.00e+00	0.0533	1.00e+00
K18556	1136.6	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K18557	381.0	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K18558	629.6	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K18559	793.8	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K18560	274.7	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K18567	395.9	9.73e-01	0.94694	1.000	0.00e+00	0.05306	1.00e+00
K18574	1248.2	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K18603	905.7	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K18604	986.9	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K18605	237.4	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K18818	818.2	1.00e+00	1.0	1	0.00e+00	0.0	1.00e+00
K18859	161.3	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K18860	143.0	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K18861	931.1	1.00e+00	1.00	1	0.00e+00	0.00	1.00e+00
K18866	240.0	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K18899	2073.6	9.63e-01	0.929	1.000	0.00e+00	0.0714	1.00e+00
K18901	475.3	9.53e-01	0.91268	1.000	1.26e-07	0.08732	1.00e+00
K18902	1853.7	9.80e-01	0.96056	1.000	0.00e+00	0.03944	1.00e+00
K18903	480.3	0.975332	0.95185	1.000	0.00e+00	0.04815	0.999998
K18904	589.4	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K18918	37.1	0.929730	0.91295	1	3.02e-06	0.08705	1.00e+00
K18924	118.2	0.952070	0.91232	1.000	2.52e-07	0.08768	1.00e+00
K18925	115.8	0.967431	0.93911	1.000	1.26e-07	0.06089	1.00e+00
K18928	230.5	0.998404	0.996813	1	0.00e+00	0.003187	0.999999
K18929	371.1	0.999311	0.998623	1.000	0.00e+00	0.001377	1.000000
K18975	210.3	1.00e+00	1.000	1.000	0.00e+00	0.0000	1.00e+00
K18988	284.0	9.95e-01	0.9894	1.000	0.00e+00	0.01061	1.00e+00
K18989	1080.5	9.96e-01	0.99119	1.000	0.00e+00	0.00881	1.00e+00
K19058	23.3	9.73e-01	0.9522	1	1.26e-07	0.0478	1.00e+00
K19059	47.1	1.000000	1.000	1	0.00e+00	0.00000	1.00e+00
K19083	416.2	9.93e-01	1.0000	1.000	1.26e-07	0.0000	1.00e+00
K19084	509.7	9.93e-01	1.000	1	1.26e-07	0.0000	1.00e+00
K19111	754.7	1.00e+00	1	1.000	0.00e+00	0	1.00e+00
K19220	466.6	7.04e-01	0.9333	1.000	5.41e-06	0.0667	1.00e+00
K19223	540.1	8.11e-01	0.7167	1.000	3.78e-07	0.2833	1.00e+00
K19224	226.9	6.34e-01	0.85714	1.000	1.71e-05	0.14286	1.00e+00
K19225	126.5	0.96769	0.94331	1	5.04e-07	0.05669	1.00e+00
K19226	640.0	0.971731	0.96154	1.000	1.26e-06	0.03846	0.999996
K19227	365.2	0.994819	0.9897	1.000	0.00e+00	0.01031	1.00e+00
K19228	347.2	0.995701	0.99485	1.000	2.52e-07	0.00515	1.00e+00
K19229	498.7	0.982906	0.99138	1.000	1.89e-06	0.00862	0.999997
K19230	442.0	0.396927	0.53356	1.000	8.45e-05	0.46644	1.00e+00
K19234	552.1	9.95e-01	0.9910	1	0.00e+00	0.00897	1.00e+00
K19235	487.9	9.77e-01	0.95946	1	2.52e-07	0.04054	1.00e+00
K19236	420.0	0.967442	0.96970	1	1.89e-06	0.03030	1.0e+00
K19237	1247.5	5.71e-01	1.0	1	3.78e-07	0.0	1.00e+00
K19290	476.1	1.00e+00	1.0000	1	0.00e+00	0.00000	1.00e+00
K19291	86.0	9.95e-01	1.00000	1.000	1.26e-07	0.00000	1.00e+00
K19292	335.5	9.76e-01	0.97170	1.000	2.52e-07	0.02830	1.00e+00
K19293	303.6	9.91e-01	0.99107	1	1.26e-07	0.00893	1.00e+00
K19294	234.7	0.987775	0.97821	1	1.26e-07	0.02179	1.0e+00
K19295	187.2	9.75e-01	0.95161	1	0.00e+00	0.04839	1.00e+00
K19296	134.4	9.95e-01	0.99099	1	0.00e+00	0.00901	1.0e+00
K19303	152.5	9.86e-01	0.97507	1.000	1.26e-07	0.02493	1.00e+00
K19304	234.7	0.996000	0.9920	1.000	0.00e+00	0.00797	1.00e+00
K19309	418.9	0.941980	0.91391	1.000	5.04e-07	0.08609	0.999998
