functional group	relationtype	taxa	taxa_original	taxalevel	reference
aerobic_chemoheterotrophy	taxa	Loktanella soesokkakensis	Loktanella soesokkakensis	species	# DOI:10.1007/s10482-013-9962-9
aerobic_chemoheterotrophy	taxa	Loktanella tamlensis	Loktanella tamlensis	species	# DOI:10.1099/ijs.0.029462-0
aerobic_chemoheterotrophy	taxa	Loktanella vestfoldensis	Loktanella vestfoldensis	species	# DOI:10.1099/ijs.0.03006-0
animal_parasites_or_symbionts	taxa	Lonepinella koalarum	Lonepinella koalarum	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
fermentation	taxa	Lonepinella koalarum	Lonepinella koalarum	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Longimonas halophila	Longimonas halophila	species	# DOI:10.1099/ijs.0.000247
fermentation	taxa	Longimonas halophila	Longimonas halophila	species	# DOI:10.1099/ijs.0.000247
nitrate_reduction	taxa	Longispora albida	Longispora albida	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
plant_pathogen	taxa	Lonsdalea quercina	Lonsdalea quercina	species	# UK National Collection of Plant Pathogenic Bacteria. NCPPB No: 4488
aerobic_chemoheterotrophy	taxa	Luedemannella flava	Luedemannella flava	species	# DOI:10.2323/jgam.53.39
aerobic_chemoheterotrophy	taxa	Luedemannella helvata	Luedemannella helvata	species	# DOI:10.2323/jgam.53.39
aerobic_chemoheterotrophy	taxa	Luteipulveratus mongoliensis	Luteipulveratus mongoliensis	species	# DOI:10.1099/ijs.0.009936-0
fermentation	taxa	Luteococcus japonicus	Luteococcus japonicus	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Luteococcus peritonei	Luteococcus peritonei	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Luteococcus sanguinis	Luteococcus sanguinis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
aerobic_chemoheterotrophy	taxa	Lutibaculum baratangense	Lutibaculum baratangense	species	# DOI:10.1099/ijs.0.036350-0
nitrate_reduction	taxa	Lutibaculum baratangense	Lutibaculum baratangense	species	# DOI:10.1099/ijs.0.036350-0
invertebrate_parasites	taxa	Lysinibacillus sphaericus	Lysinibacillus sphaericus	species	# DOI:10.1016/j.jip.2011.11.008
invertebrate_parasites	taxa	Lysinibacillus sphaeriscus	Lysinibacillus sphaeriscus	species	# DOI:10.3390/insects5010139
xylanolysis	taxa	Lysinibacillus xylanilyticus	Lysinibacillus xylanilyticus	species	# DOI:10.1099/ijs.0.013367-0
ureolysis	taxa	Lysobacter gummosus	Lysobacter gummosus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 2
ureolysis	taxa	Macromonas bipunctata	Macromonas bipunctata	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Magnetospirillum aberrantis	Magnetospirillum aberrantis	species	# Gorlenko et al (2011) - Magnetospirillum aberrantis sp. nov., a New Freshwater Bacterium with Magnetic Inclusions
nitrate_respiration	taxa	Magnetospirillum aberrantis	Magnetospirillum aberrantis	species	# Gorlenko et al (2011) - Magnetospirillum aberrantis sp. nov., a New Freshwater Bacterium with Magnetic Inclusions
nitrogen_fixation	taxa	Magnetospirillum gryphiswaldense	Magnetospirillum gryphiswaldense	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_denitrification	taxa	Magnetospirillum magnetotacticum	Magnetospirillum magnetotacticum	species	# DOI:10.1196/annals.1419.010  and  Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
nitrate_respiration	taxa	Magnetospirillum magnetotacticum	Magnetospirillum magnetotacticum	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrogen_fixation	taxa	Magnetospirillum magnetotacticum	Magnetospirillum magnetotacticum	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Mameliella alba	Mameliella alba	species	# DOI:10.1099/ijs.0.011437-0
aerobic_chemoheterotrophy	taxa	Mangrovibacterium diazotrophicum	Mangrovibacterium diazotrophicum	species	# DOI:10.1099/ijs.0.052779-0
cellulolysis	taxa	Mangrovibacterium diazotrophicum	Mangrovibacterium diazotrophicum	species	# DOI:10.1099/ijs.0.052779-0
fermentation	taxa	Mangrovibacterium diazotrophicum	Mangrovibacterium diazotrophicum	species	# DOI:10.1099/ijs.0.052779-0
nitrogen_fixation	taxa	Mangrovibacterium diazotrophicum	Mangrovibacterium diazotrophicum	species	# DOI:10.1099/ijs.0.052779-0
nitrate_reduction	taxa	Maribacter aquivivus	Maribacter aquivivus	species	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
nitrate_reduction	taxa	Maribacter sedimenticola	Maribacter sedimenticola	species	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Maricaulis maris	Maricaulis maris	species	# Abraham et al (1999) - Phylogeny and polyphasic taxonomy of Caulobacter species. Proposal of Maricaulis gen. nov. with Maricaulis maris (Poindexter) comb. nov. as the type species, and emended description of the genera Brevundirnonas and Caulobacter
aerobic_chemoheterotrophy	taxa	Maricaulis parjimensis	Maricaulis parjimensis	species	# DOI:10.1099/ijs.0.02248-0  and  Abraham et al (1999) - Phylogeny and polyphasic taxonomy of Caulobacter species. Proposal of Maricaulis gen. nov. with Maricaulis maris (Poindexter) comb. nov. as the type species, and emended description of the genera Brevundirnonas and Caulobacter
aerobic_chemoheterotrophy	taxa	Maricaulis salignorans	Maricaulis salignorans	species	# DOI:10.1099/ijs.0.02248-0  and  Abraham et al (1999) - Phylogeny and polyphasic taxonomy of Caulobacter species. Proposal of Maricaulis gen. nov. with Maricaulis maris (Poindexter) comb. nov. as the type species, and emended description of the genera Brevundirnonas and Caulobacter
aerobic_chemoheterotrophy	taxa	Maricaulis virginensis	Maricaulis virginensis	species	# DOI:10.1099/ijs.0.02248-0  and  Abraham et al (1999) - Phylogeny and polyphasic taxonomy of Caulobacter species. Proposal of Maricaulis gen. nov. with Maricaulis maris (Poindexter) comb. nov. as the type species, and emended description of the genera Brevundirnonas and Caulobacter
aerobic_chemoheterotrophy	taxa	Maricaulis washingtonensis	Maricaulis washingtonensis	species	# DOI:10.1099/ijs.0.02248-0  and  Abraham et al (1999) - Phylogeny and polyphasic taxonomy of Caulobacter species. Proposal of Maricaulis gen. nov. with Maricaulis maris (Poindexter) comb. nov. as the type species, and emended description of the genera Brevundirnonas and Caulobacter
anoxygenic_photoautotrophy_H2_oxidizing	taxa	Marichromatium gracile	Marichromatium gracile	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
anoxygenic_photoautotrophy_S_oxidizing	taxa	Marichromatium gracile	Marichromatium gracile	species	# DOI: 10.1016/S0065-2911(08)00002-7
anoxygenic_photoautotrophy_S_oxidizing	taxa	Marichromatium gracile	Marichromatium gracile	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrogen_fixation	taxa	Marichromatium gracile	Marichromatium gracile	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Marihabitans asiaticum	Marihabitans asiaticum	species	# DOI:10.1099/ijs.0.65210-0
nitrate_reduction	taxa	Marihabitans asiaticum	Marihabitans asiaticum	species	# DOI:10.1099/ijs.0.65210-0
aerobic_chemoheterotrophy	taxa	Marinilactibacillus piezotolerans	Marinilactibacillus piezotolerans	species	# DOI:10.1099/ijs.0.63236-0
fermentation	taxa	Marinilactibacillus piezotolerans	Marinilactibacillus piezotolerans	species	# DOI:10.1099/ijs.0.63236-0
fermentation	taxa	Marinilactibacillus psychrotolerans	Marinilactibacillus psychrotolerans	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Marinimicrobium haloxylanilyticum	Marinimicrobium haloxylanilyticum	species	# DOI:10.1007/s10482-010-9472-y
aerobic_chemoheterotrophy	taxa	Mariniphaga anaerophila	Mariniphaga anaerophila	species	# DOI:10.1099/ijs.0.066274-0
fermentation	taxa	Mariniphaga anaerophila	Mariniphaga anaerophila	species	# DOI:10.1099/ijs.0.066274-0
sulfur_respiration	taxa	Marinitoga okinawensis	Marinitoga okinawensis	species	# DOI:10.1099/ijs.0.64640-0
dark_iron_oxidation	taxa	Marinobacter aquaeolei	Marinobacter aquaeolei	species	# DOI:10.1146/annurev.micro.112408.134208
nitrate_denitrification	taxa	Marinobacter aquaeolei	Marinobacter aquaeolei	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_respiration	taxa	Marinobacter aquaeolei	Marinobacter aquaeolei	species	# DOI:10.1099/00207713-49-2-367
oil_bioremediation	taxa	Marinobacter aquaeolei	Marinobacter aquaeolei	species	# DOI:10.1099/00207713-49-2-367
oil_bioremediation	taxa	Marinobacter aquaeolei	Marinobacter aquaeolei	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
ureolysis	taxa	Marinobacter aquaeolei	Marinobacter aquaeolei	species	# DOI:10.1099/00207713-49-2-367
aliphatic_non_methane_hydrocarbon_degradation	taxa	Marinobacter CAB	Marinobacter CAB	species	# Peter et al. (2003) - Genome Sequence Completed of Alcanivorax borkumensis, a Hydrocarbon-degrading Bacterium That Plays a Global Role in Oil Removal from Marine Systems
aliphatic_non_methane_hydrocarbon_degradation	taxa	Marinobacter hydrocarbonoclasticus	Marinobacter hydrocarbonoclasticus	species	# Gauthier et al. (1992) - Marinobacter hydrocarbonoclasticus gen. nov., sp. nov., a new, extremely halotolerant, hydrocarbon-degrading marine bacterium
aromatic_hydrocarbon_degradation	taxa	Marinobacter hydrocarbonoclasticus	Marinobacter hydrocarbonoclasticus	species	# Gauthier et al. (1992) - Marinobacter hydrocarbonoclasticus gen. nov., sp. nov., a new, extremely halotolerant, hydrocarbon-degrading marine bacterium
nitrate_denitrification	taxa	Marinobacter hydrocarbonoclasticus	Marinobacter hydrocarbonoclasticus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2  and  Gauthier et al. (1992) - Marinobacter hydrocarbonoclasticus gen. nov., sp. nov., a new, extremely halotolerant, hydrocarbon-degrading marine bacterium
oil_bioremediation	taxa	Marinobacter hydrocarbonoclasticus	Marinobacter hydrocarbonoclasticus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Marinobacter lipolyticus	Marinobacter lipolyticus	species	# DOI:10.1099/ijs.0.02528-0
aerobic_chemoheterotrophy	taxa	Marinobacter lutaoensis	Marinobacter lutaoensis	species	# DOI:10.1139/w03-032
denitrification	taxa	Marinobacter maritimus	Marinobacter maritimus	species	# DOI:10.1099/ijs.0.63478-0
oil_bioremediation	taxa	Marinobacter maritimus	Marinobacter maritimus	species	# DOI:10.1099/ijs.0.63478-0
aromatic_hydrocarbon_degradation	taxa	Marinobacter nanhaiticus	Marinobacter nanhaiticus	species	# DOI:10.1007/s10482-012-9830-z
arsenate_respiration	taxa	Marinobacter santoriniensis	Marinobacter santoriniensis	species	# DOI:10.1099/ijs.0.003145-0  and  DOI:10.1111/j.1462-2920.2009.01890.x
dark_iron_oxidation	taxa	Marinobacter santoriniensis	Marinobacter santoriniensis	species	# DOI:10.1099/ijs.0.003145-0
fermentation	taxa	Marinobacter santoriniensis	Marinobacter santoriniensis	species	# DOI:10.1099/ijs.0.003145-0
nitrate_respiration	taxa	Marinobacter santoriniensis	Marinobacter santoriniensis	species	# DOI:10.1099/ijs.0.003145-0
aromatic_compound_degradation	taxa	Marinobacterium georgiense	Marinobacterium georgiense	species	# DOI:10.1099/00207713-47-2-369
methanol_oxidation	taxa	Marinobacterium georgiense	Marinobacterium georgiense	species	# DOI:10.1099/00207713-47-2-369
aerobic_chemoheterotrophy	taxa	Marinobacterium litorale	Marinobacterium litorale	species	# DOI:10.1099/ijs.0.64892-0
nitrate_reduction	taxa	Marinobacterium mangrovicola	Marinobacterium mangrovicola	species	# DOI:10.1099/ijs.0.067462-0
nitrogen_fixation	taxa	Marinobacterium mangrovicola	Marinobacterium mangrovicola	species	# DOI:10.1099/ijs.0.067462-0
ureolysis	taxa	Marinobacterium mangrovicola	Marinobacterium mangrovicola	species	# DOI:10.1099/ijs.0.067462-0
nitrate_reduction	taxa	Marinococcus albus	Marinococcus albus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
ureolysis	taxa	Marinococcus albus	Marinococcus albus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrate_reduction	taxa	Marinomonas mediterranea	Marinomonas mediterranea	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
oil_bioremediation	taxa	Marinospirillum aquaeoli	Marinospirillum aquaeoli	species	# Munn (2011) - Marine Microbiology, chapter 4
oil_bioremediation	taxa	Marinospirillum hydrocarbanoclasticus	Marinospirillum hydrocarbanoclasticus	species	# Munn (2011) - Marine Microbiology, chapter 4
nitrate_reduction	taxa	Marinospirillum minutulum	Marinospirillum minutulum	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
aerobic_chemoheterotrophy	taxa	Marinovum algicola	Marinovum algicola	species	# DOI:10.1099/00207713-45-2-290  and  DOI:10.1099/ijs.0.63724-0
dark_iron_oxidation	taxa	Mariprofundus ferrooxydans	Mariprofundus ferrooxydans	species	# DOI:10.1146/annurev.micro.112408.134208  and  DOI:10.1099/mic.0.045344-0
dark_iron_oxidation	taxa	Mariprofundus GSB2	Mariprofundus GSB2	species	# DOI:10.1099/mic.0.045344-0
aerobic_chemoheterotrophy	taxa	Maritimibacter alkaliphilus	Maritimibacter alkaliphilus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Marivita geojedonensis	Marivita geojedonensis	species	# DOI:10.1099/ijs.0.039065-0
nitrate_reduction	taxa	Marivita geojedonensis	Marivita geojedonensis	species	# DOI:10.1099/ijs.0.039065-0
aerobic_chemoheterotrophy	taxa	Marixanthomonas ophiurae	Marixanthomonas ophiurae	species	# DOI:10.1099/ijs.0.64662-0
aerobic_chemoheterotrophy	taxa	Marixanthomonas ophiurae	Marixanthomonas ophiurae	species	# DOI:10.1099/ijs.0.64662-0
aromatic_hydrocarbon_degradation	taxa	Martelella AD-3	Martelella AD-3	species	# DOI:10.1128/genomeA.01189-13
fermentation	taxa	Martelella BM9-1	Martelella BM9-1	species	# DOI:10.1099/ijs.0.066373-0
aerobic_chemoheterotrophy	taxa	Martelella BM9-1	Martelella BM9-1	species	# DOI:10.1099/ijs.0.066373-0
aerobic_chemoheterotrophy	taxa	Martelella BM9-1	Martelella BM9-1	species	# DOI:10.1099/ijs.0.066373-0
aerobic_chemoheterotrophy	taxa	Martelella mangrovi	Martelella mangrovi	species	# DOI:10.1099/ijs.0.066373-0
aerobic_chemoheterotrophy	taxa	Martelella mediterranea	Martelella mediterranea	species	# DOI:10.1099/ijs.0.63438-0
aerobic_chemoheterotrophy	taxa	Martelella radicis	Martelella radicis	species	# DOI:10.1099/ijs.0.066373-0
fermentation	taxa	Martelella radicis	Martelella radicis	species	# DOI:10.1099/ijs.0.066373-0
reductive_acetogenesis	taxa	Marvinbryantia formatexigens	Marvinbryantia formatexigens	species	# 10.1002/9780470015902.a0020086.pub2
fermentation	taxa	Megasphaera elsdenii	Megasphaera elsdenii	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Megasphaera elsdenii	Megasphaera elsdenii	species	# Marounek et al. (1989) - Metabolism and some characteristics of ruminal strains of Megasphaera elsdenii
dark_thiosulfate_oxidation	taxa	Meiothermus cerbereus	Meiothermus cerbereus	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
nitrate_reduction	taxa	Meiothermus chliarophilus	Meiothermus chliarophilus	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
fumarate_respiration	taxa	Meiothermus granaticius	Meiothermus granaticius	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Other major lineages of Bacteria and the Archaea
dark_thiosulfate_oxidation	taxa	Meiothermus ruber	Meiothermus ruber	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
aerobic_chemoheterotrophy	taxa	Meiothermus rufus	Meiothermus rufus	species	# DOI:10.1016/j.syapm.2009.05.002
xylanolysis	taxa	Meiothermus rufus	Meiothermus rufus	species	# DOI:10.1016/j.syapm.2009.05.002
nitrate_reduction	taxa	Meiothermus silvanus	Meiothermus silvanus	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
aerobic_chemoheterotrophy	taxa	Melioribacter roseus	Melioribacter roseus	species	# DOI:10.1111/1462-2920.12067
arsenate_respiration	taxa	Melioribacter roseus	Melioribacter roseus	species	# DOI:10.1111/1462-2920.12067
cellulolysis	taxa	Melioribacter roseus	Melioribacter roseus	species	# DOI:10.1111/1462-2920.12067
fermentation	taxa	Melioribacter roseus	Melioribacter roseus	species	# DOI:10.1111/1462-2920.12067
iron_respiration	taxa	Melioribacter roseus	Melioribacter roseus	species	# DOI:10.1111/1462-2920.12067
nitrite_respiration	taxa	Melioribacter roseus	Melioribacter roseus	species	# DOI:10.1111/1462-2920.12067
xylanolysis	taxa	Melioribacter roseus	Melioribacter roseus	species	# DOI:10.1111/1462-2920.12067
xylanolysis	taxa	Melittangium lichenicola	Melittangium lichenicola	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
aerobic_chemoheterotrophy	taxa	Meridianimaribacter flavus	Meridianimaribacter flavus	species	# DOI:10.1099/ijs.0.009845-0
aerobic_chemoheterotrophy	taxa	Mesoflavibacter aestuarii	Mesoflavibacter aestuarii	species	# DOI:10.1099/ijs.0.061085-0
aerobic_chemoheterotrophy	taxa	Mesoflavibacter sabulilitoris	Mesoflavibacter sabulilitoris	species	# DOI:10.1099/ijs.0.067223-0
aerobic_chemoheterotrophy	taxa	Mesoflavibacter zeaxanthinifaciens	Mesoflavibacter zeaxanthinifaciens	species	# DOI:10.1016/j.syapm.2006.12.003  and  DOI:10.1128/JB.05793-11
xylanolysis	taxa	Mesoflavibacter zeaxanthinifaciens	Mesoflavibacter zeaxanthinifaciens	species	# DOI:10.1016/j.syapm.2006.12.003  and  DOI:10.1128/JB.05793-11
